id,name,phone,blood_group,area,lat,lng,last_donation_date,health_status,response_rate,total_donations
cad30259-5405-466d-b5cf-aa2823647f5f,Mindy Norris,+923361893502,O-,Gulshan-e-Iqbal,24.944931,67.092751,,available,0.54,11
6790d6d5-29c2-4fbb-8ddb-c4ac729d35fc,Fatima Zahra,+923181642620,O+,Saddar,24.864491,67.006374,,available,0.79,10
b5fe549f-46c0-43d3-aca0-23613a82748a,Danish Kaneria,+923115293691,B+,Malir,24.897843,67.184164,,available,0.7,0
f517ab7e-e2ce-4496-a8c0-b5fea8c418d6,Michael Gonzales,+923392053729,O+,Lyari,24.872698,67.003285,2025-07-13,available,0.78,7
c7b6a4bb-79ba-47dc-b5ad-fd7e2bde6904,Razia Begum,+923257988844,O+,Lyari,24.860493,66.995461,2025-11-28,available,0.78,13
d7c02a2e-6c78-4a10-b142-863ac70b9ac3,Nadia Iqbal,+923127490791,B+,DHA,24.828136,67.076322,2025-09-29,available,0.93,0
69199c5a-19d3-41c8-ac52-bc96de180dd7,Gerald Perez,+923313238241,O+,North Karachi,24.972419,67.060713,2025-08-03,available,0.9,20
1df57205-efbf-4722-aa17-97160bd73cae,Tonya Castro,+923148678589,B-,Gulshan-e-Iqbal,24.944912,67.11054,,available,0.74,5
9e7306b1-81c2-4c0e-bb33-e30f0952096d,Ali Raza,+923448942330,O+,Clifton,24.815822,67.037716,,available,0.67,12
24f87da7-edde-499a-bff2-857f2e6d0445,Nadia Iqbal,+923346688090,O+,Clifton,24.817316,67.026638,,available,0.98,12
5b58944a-f1a1-4faa-9e2e-cdbe72659958,Nicholas Medina,+923158224389,B+,Malir,24.897683,67.19102,,available,0.41,2
f7fcdadd-83d8-44bc-bd7b-b7ed35d867bb,Hassan Sheikh,+923328501590,O+,DHA,24.793203,67.079828,2025-10-12,available,0.48,13
72a5b634-e3cf-473d-ae7f-1a11e8702b37,Uzma Khan,+923357095349,A+,Saddar,24.872297,67.008699,2025-07-05,available,0.38,1
e02be3d3-a2c7-485f-8c16-3a876cf5776b,Muhammad Ali,+923337075878,A+,Gulshan-e-Iqbal,24.94546,67.110343,,available,0.66,7
eed86bd0-5c25-4132-850c-850770131a3c,Faisal Chaudhry,+923337677903,A-,Clifton,24.812102,67.033581,2025-08-29,available,0.62,2
dde557fb-7238-4aca-a78a-4e47006d7fd0,Anita Banks,+923384599894,A+,Clifton,24.814713,67.029981,,available,0.81,8
f6a9c303-9e64-45a5-b612-72ac7e2d8462,David Morris,+923156361793,O+,North Karachi,24.970819,67.079959,2025-10-12,available,0.54,2
2d407cf3-0828-467c-bbe2-16afedad1416,Sara Ahmed,+923223329967,O-,North Karachi,24.975541,67.071354,2026-03-26,available,0.43,11
821a6a84-cadf-4dd8-891f-3e176cdb95fb,Razia Begum,+923152103070,A+,Clifton,24.807218,67.031446,,unavailable,0.42,4
99006f2f-ac5b-4c16-b303-c22b5598907b,Tracy Rush,+923388815384,A+,Lyari,24.872324,66.992283,,available,0.99,10
061efb11-bb84-4ad2-8f34-b2dab5b60509,Nadia Iqbal,+923179692311,A+,Gulshan-e-Iqbal,24.946339,67.113408,2026-04-29,available,0.74,4
c5539c7c-ae80-47d0-9010-021fdc53a38a,Salman Rashid,+923273100009,AB+,Nazimabad,24.910381,67.048227,2025-08-18,available,0.77,8
2645325e-57b5-4399-bd5f-274a8103f2f4,Amna Baig,+923486664316,A+,Lyari,24.862803,66.99923,,available,0.81,5
e0e06c79-5cc8-4340-a8bc-8f4acc402d5f,Thomas Holmes,+923361508113,B+,Clifton,24.801624,67.038971,,available,0.49,6
64212215-8181-49d7-a463-d0a752f09196,Waseem Akram,+923133652149,A+,Lyari,24.86869,67.0087,2026-04-20,available,0.49,12
330377fe-672b-4a45-a66d-fe6ad6b77daf,Amna Baig,+923422781470,B+,Gulshan-e-Iqbal,24.929377,67.111551,2025-11-19,unavailable,0.76,12
85e1c179-920e-4090-b904-4c672759be97,Imran Butt,+923365165284,O+,DHA,24.800699,67.067438,,available,0.99,12
0aba73f3-e4ea-4d86-9588-2377bc88edb0,Bradley Ramirez,+923359479950,AB-,Saddar,24.863797,67.003187,2026-04-11,available,0.59,9
e471e202-16f7-4e42-947a-53158dd45526,Khadija Malik,+923281137194,O+,Nazimabad,24.9175,67.02146,,available,0.79,20
076a6597-bcf6-4dfe-940a-b0e9c3cd73bd,Cristian Mitchell,+923147481857,A+,Saddar,24.875277,67.007319,2025-12-31,available,0.52,6
16540223-eeb4-4e0e-b1cf-86bdda842b10,Kamran Akmal,+923457133857,B+,Lyari,24.868392,67.009673,2025-12-05,available,0.68,3
6d8bd4a8-6357-48e4-a500-ae09bfd68616,Adnan Qureshi,+923186502353,O+,Clifton,24.800906,67.022741,2025-09-06,available,0.56,14
da26d226-76f3-4cf9-8c71-dca4263b72f1,Kelly Jackson,+923449218263,B+,Saddar,24.86325,67.019812,2025-09-09,available,0.64,10
3b4ce6ff-8110-4604-8d12-9d998f4497c8,Richard Johnson,+923264817541,A+,Saddar,24.866625,67.002192,2025-09-27,available,0.53,20
b182f892-8de9-4be1-a60f-9abe449ff943,Kathleen Ross,+923251529665,A+,Malir,24.87682,67.198871,,available,0.43,4
6fe25d6d-85a7-4def-a59a-54a4a97466ff,Imran Butt,+923133316639,O+,Saddar,24.868376,67.008259,,available,0.56,19
67dca341-1fcb-464c-8ff8-c126a891798e,Maryam Nawaz,+923316943949,O+,Saddar,24.879962,67.009567,,unavailable,0.52,14
eb2c0af4-ae97-45ab-b5fa-19ee34826fd5,Shazia Marri,+923295848684,O+,North Karachi,24.968302,67.055768,,available,0.36,7
79c4306e-8b31-4ac2-95b8-e4364d08ebd4,Jennifer Johnson,+923447370211,O-,Malir,24.882682,67.190464,2025-08-07,available,0.82,8
d371075e-da2d-41c3-bbb7-e9444fbe49d4,Kamran Akmal,+923404590102,B+,Gulshan-e-Iqbal,24.928714,67.098629,,available,0.57,14
b948de18-5e7b-4bd4-86e8-e8ce0f87ae44,Maryam Nawaz,+923434786141,O+,North Karachi,24.977991,67.070885,2026-05-02,available,0.64,18
7a2cbf97-9ac2-41b0-b41e-14a0ce6dd9d6,Salman Rashid,+923404346315,O+,Malir,24.874022,67.203123,2025-09-26,available,0.63,5
38b8514b-5fcd-468a-aea0-7b92fc21cba4,Jason Mcdonald,+923218010946,O-,North Karachi,24.959635,67.069377,2026-05-08,available,0.76,18
67eb0a8e-7558-48fd-8095-0a8712c50f01,Danielle Gardner,+923106006190,B+,Korangi,24.853639,67.105589,,unavailable,0.6,9
e2b2428d-f3a5-4eaf-87cf-c989e80bc9f4,Ayesha Siddiqui,+923395577446,A+,Saddar,24.865691,67.019782,,available,0.71,4
481e5a84-8601-41a9-81ba-36c8a9a74bb3,Imran Butt,+923358175669,O+,North Karachi,24.971558,67.050423,2025-07-04,available,0.76,6
ef6123de-207e-4176-83e7-be340dbf1ae7,Fatima Zahra,+923258494978,O+,Korangi,24.850078,67.105543,2025-11-12,available,0.69,7
2da2631b-5fad-4d3f-a069-a9fd348207fe,Fozia Wahid,+923426217344,O+,Clifton,24.805231,67.027191,2025-11-01,available,0.23,14
35b9820c-8525-4009-8d7e-c409ae7b77ae,Waseem Akram,+923487268384,A-,North Karachi,24.961026,67.056625,,available,0.48,14
4b980152-1ec9-435d-bc6a-8eaf3feeffb0,Maryam Nawaz,+923142882551,A+,Nazimabad,24.922856,67.04041,2025-11-23,available,0.79,16
5e8a23fd-7ba1-4edd-b5a2-d4838f089069,Maryam Nawaz,+923479201172,O+,Lyari,24.866065,66.9961,2026-02-11,unavailable,0.86,14
7c69d3e1-7e07-4217-a4e0-1a4bcc39633b,Mary Torres,+923355269083,A+,Malir,24.875278,67.192463,,available,0.8,9
d1d73bdf-2d64-421e-9110-8dd8c52c1304,Caleb Joseph,+923148920040,O+,Nazimabad,24.917349,67.021359,,available,0.86,1
d4559bf4-6ee1-4301-867f-8078a9956641,Whitney Lewis,+923443231198,A+,Korangi,24.841234,67.12674,2025-06-12,unavailable,0.72,12
d7fe1ba0-2679-433f-983c-5de969ef1ba4,Nadia Iqbal,+923116005700,A+,DHA,24.797139,67.076118,,available,0.4,7
b28fc6c3-bb46-473e-89ec-0c7ec1232ada,Tariq Mahmood,+923361262492,O+,Nazimabad,24.907425,67.030385,2025-06-23,unavailable,0.75,3
fb8036ec-7d6d-49c8-936e-36cba9fc0070,Fatima Zahra,+923358364573,B+,DHA,24.813758,67.073393,,unavailable,0.69,7
a33be5b8-d27d-46d7-a8cf-8ffad685041e,Troy Gibson,+923304974590,O+,Clifton,24.802803,67.03987,2025-07-25,unavailable,0.81,18
643e2353-4b49-43c5-b490-bde1bfcd6c5b,Omar Farooq,+923379315137,O+,Lyari,24.866631,66.989015,,unavailable,0.84,5
54ea9a97-bec8-4f9a-bc15-41294523d3d1,Tariq Mahmood,+923293421820,O+,Lyari,24.869562,66.99249,2026-02-01,available,0.73,17
d476c7c2-9473-4292-9966-f7758e706ab0,Christopher Wolfe,+923158546170,A+,Clifton,24.811248,67.039356,2025-12-09,available,0.73,7
cfef8331-46c5-481f-8c3a-e75c16b6453e,Suzanne Martinez,+923454640933,A+,Nazimabad,24.901546,67.031315,2025-07-31,available,0.62,2
0a9af0ad-16f1-4c9d-8cfa-9c5de5139997,Uzma Khan,+923405070038,O+,Saddar,24.866064,67.01818,,available,0.59,3
c5c060cf-f82f-4783-99a6-e1febcf8ca35,Khadija Malik,+923418818250,A+,Lyari,24.869648,66.988492,2025-09-07,available,0.42,9
ea23e832-484b-4622-a25a-ec0592cf33d4,Fozia Wahid,+923191272124,O+,Malir,24.900465,67.189607,2026-02-03,available,0.65,1
d865ece7-16cc-4959-a0a8-fa8fa948f10e,Sana Mirza,+923315317226,O+,North Karachi,24.954572,67.059896,2025-06-11,available,0.99,15
52654f7b-85eb-40b5-b113-4d47457e945c,Steven Farmer,+923414087809,A+,Malir,24.90866,67.199251,2025-08-21,available,0.88,11
ac87ce88-0b85-481a-8eb5-6eb8c80d027d,Ahmed Hassan,+923242140312,A-,Lyari,24.861015,67.005401,2025-07-09,available,0.57,0
